100000 200000
47585 52561 16
8303 61971 11
96148 52789 63
53095 28087 18
30372 96645 84
70328 97667 27
48447 72425 81
59191 99625 99
66244 55099 7
47202 17596 23
15347 4725 9
89048 52057 94
74185 52232 69
65432 4399 11
33467 1052 11
51141 86977 88
42966 9702 53
67829 14119 75
9113 92283 64
21425 88512 23
48107 60352 7
63392 36976 15
13214 57731 92
9112 18998 78
31212 19048 14
88077 3484 64
11930 71005 39
57577 27672 40
64008 43898 55
41109 58183 46
94459 46048 42
25402 53574 11
45596 28501 13
52122 40291 37
5690 92985 82
69681 67586 84
71358 32126 20
17154 55383 43
14521 57791 99
50418 38947 29
90846 34136 96
27991 78632 89
27121 83865 24
28402 49040 67
6063 33004 67
21408 98242 66
69390 3478 17
25951 47119 33
78988 32473 91
8710 85304 54
15621 7152 75
35633 32964 41
90718 48065 53
20302 5007 63
5734 14885 91
10393 41823 43
23330 14488 27
47063 1346 70
90803 3097 83
5357 7990 33
35728 44913 49
41464 69384 45
85850 58421 59
53654 153 70
30111 2479 15
1696 13944 28
55719 81150 32
74110 74188 38
1581 93549 68
13299 31540 15
1626 41819 87
73953 2486 11
75875 36819 35
64869 97548 59
384 26446 23
74391 61408 38
92765 4765 11
34301 58242 33
20581 83092 53
84003 67041 97
26192 5425 100
49776 49684 4
54541 45764 85
15267 75453 6
62828 20518 45
97216 75135 18
10635 36297 55
94524 17654 61
19210 26580 10
54041 48167 55
27027 11589 69
77514 5731 34
17800 85316 46
56751 32347 50
57394 15691 8
84297 35429 58
6999 80124 55
67838 61470 89
19878 18624 82
13099 24831 24
24926 38574 58
27494 84648 83
25199 64279 18
99359 81389 56
30655 93479 74
81129 27668 49
7308 55887 11
546 62581 36
43969 87160 53
98956 79164 51
61865 74450 15
11373 12674 55
53262 38602 57
48144 46342 30
53534 18803 27
86914 30487 36
96675 32523 41
51539 74571 87
32635 39052 28
86300 23944 88
69166 19255 79
53422 57461 54
7366 14971 33
54651 45068 96
95354 22733 100
6741 82862 44
88943 3967 93
25809 98422 14
53071 37880 40
35182 92640 71
80002 988 42
40724 85386 98
73789 48094 96
65911 30559 72
41572 1200 71
51016 78836 24
77887 38800 65
70367 68587 56
81761 71928 59
28368 99932 69
82277 21239 41
78664 27354 97
53961 26860 46
93625 32318 84
59666 83968 53
37408 2684 7
6402 45434 64
78059 96637 72
46029 28972 83
22754 71231 87
33888 68010 74
79765 73663 60
33916 15934 16
16468 75481 27
10648 12695 40
90460 42556 83
95955 7977 85
19558 50476 76
92316 99374 62
84041 39031 22
98899 35998 94
22733 90187 42
20201 38477 27
82388 75351 43
13301 12600 20
39522 57348 46
58852 44610 84
39480 45687 100
10062 27564 73
66948 44191 66
77419 10278 79
56444 68992 97
16181 95032 75
23374 16139 34
63758 97149 63
25187 88832 67
68745 79470 45
48221 84448 43
294 7156 12
58938 97820 50
65495 26053 9
69033 54471 10
66534 96511 16
45828 23305 19
4447 50309 58
72294 20702 10
77653 64309 81
91883 69280 23
43646 31445 7
90719 18337 14
31910 78514 18
88301 46518 23
20303 74571 23
96311 7179 66
58950 77008 81
68168 8434 49
3955 25623 59
36388 27330 73
97499 83081 23
42603 30722 79
48345 21493 65
49266 91738 81
45110 73076 3
41731 37198 24
79679 8021 91
63033 42008 31
20551 78851 2
33032 25366 37
95038 65233 36
9859 97759 94
11894 49598 20
15562 13183 50
44588 17938 69
61765 13808 15
78362 6023 3
20611 18896 6
38980 6631 15
49823 65362 71
31210 79186 16
15106 40675 60
88617 53868 37
89787 21977 98
2776 47272 27
46361 75198 80
22480 18075 100
23784 12812 55
84933 57855 73
44651 16232 74
78915 13497 66
15545 20616 52
16630 67041 21
98366 32577 18
80330 43751 78
33990 58568 100
63662 7839 24
74817 40754 70
41997 49068 97
63173 99535 76
44350 60568 62
78498 59275 21
29565 30052 11
25549 99492 80
1855 1107 46
32216 947 88
69242 24976 45
88625 4612 59
18951 97886 59
67312 78465 19
40598 34721 87
54269 98975 10
76993 89482 17
17341 12338 58
54302 63242 30
82263 39553 79
35678 60588 15
88457 45659 34
83745 93769 43
84091 42906 41
30897 12537 86
92635 49669 16
47025 3001 43
56764 80255 64
69889 45957 2
67596 31680 64
49327 91968 52
54043 6103 19
2559 55330 33
38162 32919 87
16684 49720 49
90223 71547 13
12031 53465 49
40719 25931 59
68531 13668 90
59609 28861 5
61867 53744 48
88767 49220 88
87147 98170 67
34697 91666 38
51642 55071 16
53381 47113 25
82785 90959 41
94810 99314 56
83463 31799 93
4314 67032 44
31178 87179 16
51918 53732 33
79750 7737 59
40217 41305 88
71790 62386 96
17166 15168 8
83960 27160 92
19538 30836 21
77801 78164 56
79081 62453 33
16359 68275 54
22864 11307 58
55219 96890 70
27567 5106 42
41877 15097 34
41969 85290 2
26344 50965 95
75538 34504 25
64759 17123 85
76298 38146 24
7147 72045 92
34818 61780 54
25383 95664 97
16509 86172 98
4300 5419 65
2954 1699 68
84222 46728 85
15680 88530 9
6449 33868 50
26675 21847 20
46280 30328 75
819 40386 48
84217 31435 2
36476 72335 26
22809 39533 78
82694 13124 54
57924 60786 3
43996 107 49
35813 58328 75
90380 97058 2
61174 40356 72
53565 43093 46
22677 40646 48
23624 56750 94
90499 26993 4
26973 89188 97
22141 59809 84
77627 9686 93
46605 27136 76
1739 53602 88
16754 19920 95
46127 73468 59
93233 98427 17
56067 21046 2
47328 58735 22
85164 97066 29
30665 84737 45
80080 84613 96
85312 35572 64
77436 30890 14
19571 96629 30
44420 43801 42
99153 6918 23
86181 41563 84
57975 68199 31
98334 71564 20
29541 46563 26
10507 14375 33
49101 49604 14
64064 22119 35
83844 40533 20
55494 46298 39
34757 39303 2
30131 94731 52
5718 97081 69
68464 23477 3
22474 38723 39
73568 15930 77
67809 87382 74
14187 83976 98
7623 90547 14
6005 42134 68
90875 30493 95
83867 97221 88
82418 43881 51
60602 60239 36
32992 30122 30
66664 22648 87
26221 97464 37
43541 32739 22
88652 62654 19
51286 16476 12
50097 99718 91
91497 77638 42
56332 72511 6
65355 43440 58
13583 23513 33
55791 12457 40
29910 10166 49
24259 59856 80
70775 34757 100
86455 34464 14
90401 21196 14
11132 60329 100
16674 43863 16
25895 18020 6
82839 12937 61
17250 54476 14
92404 1610 95
79446 2591 24
77166 1778 32
12415 78379 22
58465 55180 82
22028 96111 51
53662 29254 56
96968 29769 24
51224 55251 55
96417 16011 74
50389 46396 45
44558 93330 90
63430 83050 59
10231 77961 68
50381 65795 11
75880 23923 48
32282 85754 8
35486 6440 12
1542 63743 95
41410 49517 52
43246 12575 23
2156 81809 69
74488 4452 28
73900 64138 24
67534 57456 59
72926 57121 14
42024 74617 65
76938 92762 33
56857 47250 92
14998 61835 54
95395 77875 12
23099 17535 34
60813 23746 63
473 53089 100
63825 2675 67
112 22187 34
89032 28262 53
89869 93146 94
28136 14503 32
62196 13044 51
26225 32727 11
76309 56117 44
26377 39042 31
18426 13925 24
20894 11956 30
81074 77699 8
57744 42687 59
93295 43261 74
50039 67438 19
94207 37772 24
28684 46432 74
7301 50461 87
4064 88628 21
69008 71729 8
43797 40231 46
52706 55330 84
52668 12803 39
47343 53943 27
50469 78166 78
4427 69434 30
61206 97555 20
57947 97836 61
58055 95409 38
50584 86042 24
71617 84841 12
54791 75914 92
52052 21 89
63133 85430 12
12968 28189 17
69875 64705 88
89701 63195 45
70042 94258 15
25801 21167 43
43730 43002 64
58953 89527 29
21224 16861 63
46274 58355 9
56129 80638 46
10912 33199 21
88936 38021 12
60918 8382 68
43848 63102 15
8840 93185 31
2546 71852 31
43825 41620 43
8151 34612 13
55388 7164 89
89375 2402 100
10127 65815 97
51687 58222 45
37348 12674 91
85980 53652 67
99620 11767 67
1619 84 10
63151 77920 18
54708 94441 86
93245 16793 9
97690 60615 100
91012 53811 4
64960 70134 69
77292 32237 55
8155 99922 14
7104 39136 56
43509 1327 90
81482 35512 78
96052 91238 91
46018 90487 30
11507 15013 16
13918 3650 70
31200 30373 44
70697 58925 83
23182 12982 5
28034 69861 80
45268 52041 43
43655 31643 3
58371 11559 56
46124 61403 12
19614 76742 43
73975 92415 67
76288 30615 49
29043 14283 80
66530 68370 37
93265 79766 83
80376 7445 19
37840 66040 45
20665 11789 75
27173 33660 17
95179 69913 87
96813 77390 23
33071 77924 36
84462 9833 12
16566 63703 25
98434 65074 12
24352 41016 32
64614 1105 20
58628 41143 84
20962 72781 13
21527 27941 54
99487 127 22
600 90313 63
55517 27101 44
32236 81509 4
13977 69366 62
43773 19934 90
83559 92352 99
17729 70394 22
45014 32268 5
56820 70202 50
67455 99749 26
31040 9075 95
39442 81164 21
63170 5229 22
23346 50937 29
63612 28495 18
38808 6928 39
84124 17672 88
69510 67571 58
58505 19013 97
61496 63681 71
78745 53172 8
94939 38821 33
12098 54797 64
77724 40500 99
5658 20134 80
74036 35304 18
98143 59328 53
45602 27593 55
73920 54966 80
18108 56267 39
42711 79746 12
6699 97066 46
83570 67510 56
49004 25376 67
62048 88264 6
20409 43461 6
71697 47048 65
65586 88266 92
98089 47485 31
84735 81232 5
29283 2064 45
93620 27727 52
39482 89480 97
45082 66335 51
35968 50480 88
67610 1374 68
21009 26256 8
39909 55052 29
8644 32602 64
22994 70021 97
95264 25960 31
83346 3595 100
85882 81031 32
99381 67418 76
86671 58637 77
9180 79759 15
78089 54286 2
73999 45516 43
96274 21077 38
1120 76070 7
8774 27480 86
33573 51854 41
91824 91690 9
77172 17717 5
5150 52632 51
31415 37447 95
4953 72828 96
1463 46808 70
86054 35584 25
86542 73249 59
31082 85534 90
3280 31201 55
68969 77334 37
73656 62964 34
71879 85680 28
50043 40180 29
26550 4140 90
50678 32374 16
21340 42914 99
28836 79108 96
48524 18070 9
99231 56073 96
68122 4512 11
65471 58901 31
27434 7135 24
22950 1865 47
15506 85362 70
17144 85110 67
78655 27516 50
70815 15769 61
16568 2915 47
76110 55074 17
14419 22153 87
7943 78161 10
23390 43721 85
38533 43163 27
84184 9434 64
71882 65710 36
7250 80685 24
60735 62474 44
80537 94673 95
9575 57727 89
28702 73 75
88467 82526 48
46341 64791 61
2006 23087 68
75236 66135 61
78496 78727 42
76800 58285 49
29170 68668 18
96219 73489 35
44962 73079 8
6575 53033 1
37178 45307 58
31185 63611 66
15372 81373 17
18310 2694 3
53082 24525 79
92326 62310 39
78558 40870 12
76759 50139 38
34671 98827 14
19626 97206 51
87894 1914 17
62977 53910 26
80080 45425 11
58812 15467 92
83209 48440 8
67355 51497 71
81169 84210 61
50215 66629 90
60093 93846 82
18884 57897 82
54601 26080 46
42434 20649 95
80502 60544 31
9553 91232 79
98332 81758 2
23595 7849 72
65589 24435 51
66234 82816 8
84315 92685 21
51849 9801 80
79273 6366 85
79145 95647 13
75695 23 31
84131 90980 75
87557 10077 50
44648 7977 69
14973 45699 48
43017 16629 20
86713 3003 68
84174 55128 80
33261 27070 52
77510 48858 51
64196 53066 63
76302 86217 36
37867 68074 72
55656 30396 70
64302 37801 33
61572 19472 47
36055 10382 48
49877 2354 88
6427 92026 9
14789 90771 67
97857 27009 33
71890 73515 40
63364 74245 57
20554 72284 57
86516 87356 36
5659 68595 68
26599 96310 40
24833 89903 3
7580 91108 58
60993 99285 79
58790 38807 68
61752 6979 69
75722 43801 51
44140 98344 12
27253 16979 22
86414 34869 15
10140 64647 84
28534 11341 69
29972 5328 57
59552 41471 14
80003 47374 37
46600 98236 59
64261 87470 86
40181 81839 44
63333 20503 36
5084 48231 76
25855 26025 21
44687 59516 34
69193 31198 68
63767 61887 4
89512 51472 20
57943 40027 29
15578 51518 51
88170 53531 72
66152 52809 80
21484 54552 65
32939 80486 59
63789 43360 6
89218 12683 93
11279 93767 90
75169 15230 16
32320 15747 2
49189 47294 64
16854 61601 53
89846 27070 2
52007 6289 26
65385 19065 33
80627 52884 40
93602 12724 66
67720 63224 18
71165 40001 99
19496 21467 6
37918 54967 55
55531 92104 26
45028 82658 91
11154 65429 34
26537 88565 83
35765 4057 69
98664 52885 96
52984 34040 42
10291 90942 41
9994 32376 70
40462 1269 53
15478 48269 44
55776 38451 27
91750 16421 26
16208 49031 54
42386 59967 9
71373 92374 45
60832 14140 54
96209 8749 90
12898 27733 87
20502 55415 87
80707 85757 59
62739 63694 49
11008 30278 65
59457 52576 72
1424 48973 68
26764 95052 42
5427 38836 45
57308 85863 84
13052 77443 39
80799 64778 100
38276 52153 9
53673 2678 32
15435 80520 97
10414 38114 38
53986 85061 27
22883 60480 54
18896 13918 97
81428 45544 34
34426 22961 88
60065 18922 71
25993 66250 11
94137 46406 54
79550 95957 29
21440 67643 86
17794 91061 78
69479 67803 14
37337 92414 98
70789 9386 7
67501 38676 91
91329 35961 90
38037 62275 87
91784 45707 41
11396 30768 69
20922 71555 40
65105 35070 81
90101 51645 37
73508 2120 3
38603 66729 78
92203 15615 97
6901 28347 66
15471 31290 69
89189 51848 14
86797 72548 19
30930 5382 43
81733 16362 12
1870 15242 83
40927 71148 18
44735 80755 93
90375 23330 40
34609 65054 24
93137 33363 33
9854 67870 86
21361 42368 7
53910 86429 24
55724 23231 55
96292 96979 3
77882 44822 64
78200 12418 97
43644 97504 72
71552 18429 89
44882 96051 82
57373 19691 42
50276 72798 8
58498 31605 60
83104 79335 12
4135 19769 20
6694 60180 96
90911 67504 93
59902 63564 15
70481 19466 33
38421 18147 8
24600 40525 33
58491 23721 87
55933 63447 52
25634 75976 48
19395 68898 91
36340 8089 14
43121 60917 85
16231 59703 88
92682 43531 67
25047 9713 26
97994 31604 81
30459 3432 27
17912 59575 35
88604 21382 46
44016 20599 3
17626 31895 47
18458 38006 31
47273 70837 97
32049 8759 30
55000 33682 83
46283 51178 7
92778 56773 63
37490 66048 70
96971 79475 69
21232 88113 88
5107 46000 88
5127 23950 33
795 49685 84
6699 91285 8
21947 57095 51
41931 54668 59
32175 13866 35
25428 17689 17
14109 94140 81
60178 85393 47
39197 53619 72
90345 1512 46
56021 91489 84
58883 80353 29
4213 82160 8
41231 32580 32
50108 91254 19
49899 35749 46
81010 65759 19
11225 39311 68
75273 57257 43
46036 77584 39
65926 49001 24
92910 24513 25
90477 77374 67
5789 43542 33
32169 63775 31
32879 90960 14
15186 75126 97
24971 77906 34
92199 71404 71
68543 13533 10
96921 47573 6
38692 52059 40
19275 95596 39
14116 21448 74
9494 39780 8
26884 14090 15
62964 21442 61
17778 14779 57
689 1310 87
6352 5653 29
56666 54894 35
44208 13459 55
50210 3727 6
45871 26248 16
15269 34021 90
60506 86265 17
52081 56990 52
90080 12046 1
28979 3010 77
25774 72100 26
63057 35699 39
24846 66244 31
2635 52353 10
4651 70608 30
65056 66429 76
13096 80444 94
80459 39636 4
6683 65864 32
33381 71411 65
54549 36445 81
12274 48119 85
71738 91763 45
94541 84195 24
34988 65054 31
3187 63750 27
79671 73990 92
12011 48944 94
74793 68802 51
24064 80245 71
57344 93198 66
48179 58940 89
54467 30684 4
30423 39207 77
8387 49984 54
1338 27309 67
1442 37256 59
79091 42752 67
55896 3495 90
95924 56149 23
68053 29482 76
48345 28381 13
92450 49649 81
90034 5235 37
22345 14 24
48101 26796 30
3388 87167 82
12800 28893 83
66878 77700 61
62841 9117 26
73850 751 14
30592 7527 10
76635 59199 16
47562 65534 44
43053 48592 46
75885 59686 28
92873 58130 69
29071 59086 26
45328 50665 32
3927 34389 64
63205 98255 53
88559 1713 24
36201 91566 55
63423 15042 72
62102 1540 91
50285 91690 82
14320 45065 95
58263 20010 52
22759 12859 21
77723 18287 54
67475 80297 54
70400 4934 42
65942 97142 58
10753 62205 86
24931 51698 13
32712 16946 99
6066 27916 74
34960 66068 47
72592 55081 4
80071 98123 24
45770 96171 47
61616 16133 88
7639 22786 41
97118 14078 26
67658 21715 43
48618 15599 19
80804 56367 40
43476 64777 57
80393 42516 67
55642 10513 69
26907 94479 51
56853 99457 3
52549 48461 70
24125 6049 80
85370 45881 93
2800 35131 46
18263 27625 59
68091 97603 77
97473 26956 1
34101 96463 4
12650 15550 32
87577 80764 28
1849 18205 46
58160 54463 44
92143 52076 48
99079 64142 82
89691 38179 95
96622 71325 34
85556 20920 5
12073 85318 62
51792 91467 72
74578 20083 71
48890 10764 24
30443 72121 80
255 95035 23
21499 96357 31
41581 90325 58
26734 43093 66
12524 36429 24
79165 52473 23
29878 24095 58
87025 64346 32
7364 13875 77
11458 25440 35
17652 98519 57
65126 24465 100
94301 19145 35
12260 47445 81
58097 69253 91
72539 33564 68
11171 93444 66
4336 64906 32
21400 45901 10
70346 25589 8
42006 95964 21
19522 25194 81
47756 11467 20
39590 61531 44
92439 44833 77
66720 61217 65
83644 63056 48
96490 82958 22
10570 3488 83
53213 96353 52
11481 77732 6
56551 2340 12
12318 1720 93
51316 42791 57
59153 2176 41
85298 12475 62
8720 91686 66
56102 56163 14
65726 73519 7
18256 64630 79
44758 47025 83
65273 72124 95
17951 73546 88
90759 19468 15
25600 9339 6
58325 8346 52
16656 59895 71
39786 11780 73
47009 37037 17
76613 46406 48
31709 61284 57
58409 29253 47
87700 65893 64
944 20756 14
22073 92524 92
70619 625 75
95747 91399 64
66331 36330 2
93717 85294 17
13393 78584 87
94025 69733 29
60772 61953 47
3155 39918 31
66144 67346 6
70591 59636 80
79908 26736 77
11298 72722 55
5554 79183 94
76380 67765 9
20841 18096 55
21131 13281 89
64626 38256 34
53086 98597 63
54742 28995 68
93490 80419 49
93211 52448 66
66798 3338 81
26497 64343 95
14464 71544 59
38084 12165 89
69097 27299 22
62704 16527 36
26756 191 13
54546 61655 11
41153 58834 14
4375 73673 61
24354 62094 68
33601 10331 37
73226 62448 92
57658 96546 26
73643 85935 66
18648 47409 94
68985 27446 41
50691 19678 9
72564 87878 86
7281 57424 32
10512 17707 46
90152 47212 15
29163 83173 97
43051 27323 54
23101 82679 10
52835 13455 48
60459 8849 45
4116 68853 77
85224 9067 66
38742 24320 38
34200 8156 45
53758 38488 16
89940 9171 9
8738 83351 26
65773 38022 4
89924 18411 17
69349 90274 57
52971 64081 59
68730 68442 48
26145 70009 39
25160 35776 48
15892 86836 92
30195 70346 58
47798 7077 24
42073 98906 62
54617 57751 64
91116 57296 31
29469 3715 94
23463 18126 71
42198 74661 69
27496 8009 79
55832 43946 3
3451 50010 41
4027 91912 83
2904 30006 55
98615 62765 27
70142 13992 60
73936 95466 71
70441 27705 74
40146 11953 68
56032 18528 49
87028 86783 52
40381 51122 83
72396 13888 73
68349 15986 81
94837 97032 25
2275 90589 25
51751 36291 47
40386 61414 82
45845 21369 46
27754 78161 20
13714 3830 44
93686 27947 86
13441 92419 49
62297 14174 36
91028 41117 33
99453 45856 60
91701 46452 85
60354 2667 14
50268 7868 80
36030 22634 56
53816 43682 95
39388 53842 95
35374 72875 23
26893 98555 63
23833 42927 24
29014 52545 9
81780 3440 89
50571 7331 31
69868 90831 51
22417 4343 68
75527 9615 27
65681 12095 30
43117 30413 63
70926 80513 33
90945 90916 98
17557 50594 42
16374 83444 73
84910 65944 78
54953 54264 72
300 70188 69
76007 11506 16
37633 17823 70
17537 13401 56
9462 58158 59
64699 35456 50
71358 2917 57
65975 89612 12
20895 96574 84
70570 66917 69
75513 94173 37
24847 58822 91
63850 56550 60
95303 46465 55
70682 37053 56
92882 80608 36
19345 47916 22
97439 4749 91
11665 24482 94
32381 45168 91
5392 40517 85
12659 65256 40
25422 54919 79
23088 84699 13
61257 59811 19
55612 92053 11
55703 85829 41
53337 76208 14
73288 27136 56
96449 7944 64
82075 59251 63
31717 53623 68
49486 98191 78
17727 50889 34
1995 24130 6
98635 34608 51
81364 16038 79
73214 64184 10
84079 68252 2
19677 38337 89
29838 5425 64
46322 13463 12
19102 31585 46
67443 59246 43
82392 4093 62
52285 71725 65
75663 43527 72
88350 2900 86
63701 82312 68
71400 52975 95
98260 90773 71
69198 55513 17
1242 59978 31
44097 88353 50
28302 63268 32
29385 49058 100
53298 52618 86
65725 75779 99
6371 1114 40
57489 74512 98
13731 27912 10
86610 53456 16
19572 16843 5
65688 55276 74
68662 68938 2
68665 34152 48
43602 17652 28
41514 51014 12
1500 65454 99
12773 6678 22
65752 11006 58
17759 91909 100
27285 66163 94
78923 6196 5
3580 47701 39
1861 737 13
31218 26764 15
90968 10739 57
22247 49004 35
89262 36948 17
69795 3467 39
71889 80128 17
48876 30102 40
9347 75862 67
60532 72781 95
25554 1352 41
96316 36714 9
49549 7728 90
50488 85647 17
52557 804 12
42303 19420 70
78947 57968 45
2513 8149 12
54821 29112 100
62374 43131 59
27485 70786 68
45166 76571 99
92463 43453 14
22309 58547 95
29340 25959 47
58427 91363 58
26414 72488 84
70086 92136 57
86332 41831 89
94495 93698 36
2289 86379 85
53376 61844 32
66880 54345 73
91334 14319 38
44850 47423 80
74670 12615 56
79008 16683 100
1768 3889 82
38901 7468 45
39908 86625 57
20377 6261 22
80458 27307 65
85314 20647 98
75140 80406 45
69817 11632 44
83881 53935 62
94311 21731 10
86006 35430 11
69773 69788 80
23134 35716 47
98998 31787 88
19069 76127 14
22449 40998 69
89507 97182 46
58176 71060 7
26990 47801 76
17372 26367 21
50076 24129 61
15540 26104 82
18083 60629 63
45102 30353 56
4857 18425 56
44063 20773 31
50901 30874 63
40447 12020 93
35904 92225 4
19624 97693 49
75120 20948 47
88366 22982 45
90160 13494 76
20976 41087 34
19849 72562 14
22986 9153 18
97161 480 77
14028 40395 67
90994 8739 89
97544 38991 98
32911 26276 3
56456 17708 40
67989 81974 6
94602 9824 77
35990 52881 7
9697 20598 45
45413 46356 64
35824 24195 56
98433 22701 95
5765 855 8
19769 34083 63
33286 32922 97
91051 56099 64
42738 98003 38
80509 90977 8
71666 52015 24
76079 85908 24
81297 14672 56
92168 31970 74
33921 4428 47
63466 18623 92
43606 74521 20
57338 6223 100
90004 5201 18
19623 85302 55
39551 17894 90
81030 23716 14
75508 81414 14
38747 37159 61
88494 40128 54
21809 9902 19
66199 57944 77
4472 35276 22
65003 90411 51
86663 11046 52
60182 23720 55
43206 71127 35
23777 11589 97
68683 38965 19
24758 24678 51
75539 93765 66
57500 3156 80
90707 78701 88
24823 78436 51
66804 70247 26
92006 87653 6
74942 43113 73
40676 3854 15
96972 34543 2
59396 84855 72
40997 24681 34
23327 511 11
69938 27077 39
23769 2270 21
40918 33237 3
81456 25047 25
86904 56366 94
32061 73868 58
36328 11381 2
96434 30832 86
9006 18109 80
98274 24114 54
57359 94674 82
56898 85175 3
86734 58113 53
88492 47277 86
63225 99540 45
80206 19232 79
92409 40851 11
29108 50788 18
62073 2751 90
91390 5466 60
47462 55139 24
6369 72086 32
79240 46291 27
21737 87049 40
67716 24582 76
89834 2201 77
13587 97320 37
96063 5977 27
12797 13158 41
1683 6630 30
38103 13932 91
28662 16120 48
88643 53166 13
63658 87545 24
22993 96898 61
34876 91652 40
16208 29529 29
30087 36797 17
57114 87039 2
13984 35339 27
7150 9054 24
96869 63853 35
79479 18475 30
34917 60346 68
66717 66337 67
1320 22493 35
15094 17722 29
19148 89908 12
39259 3169 28
76596 23807 46
90844 47917 14
86405 39531 12
86662 26466 27
66735 90729 100
20547 88209 91
39418 23381 44
20998 17823 89
3835 89021 31
18505 77019 45
47200 54461 90
34255 25654 48
29403 69866 35
30795 23109 9
84931 89922 22
16298 43351 81
83144 59446 89
3448 33808 93
64212 35333 84
63067 46770 32
67192 8581 1
19945 38176 98
90202 90339 96
45541 38309 61
57619 27036 53
29365 2134 47
37339 30986 90
91795 17319 39
28730 5255 43
7979 20533 84
85870 82288 91
97977 252 62
25022 29345 7
73921 72508 97
26374 10567 15
49919 62878 64
18370 91674 39
11505 80579 21
2469 62644 97
31430 41644 86
2229 83803 13
69354 99357 67
14466 42726 10
21388 82873 5
39639 12877 99
37420 51761 99
26624 66507 42
41618 13084 39
3822 29857 73
54677 46334 48
42806 94566 25
57349 85272 98
70860 88369 31
14496 73106 86
72092 71492 29
21697 10223 32
54152 87628 77
78613 60494 46
73793 4150 68
11290 43664 19
36671 36599 61
95683 5409 57
24462 35872 22
99678 65889 48
95087 87351 8
35474 14054 65
6974 5112 29
68701 12691 28
96374 45332 14
19805 73284 9
6181 3410 34
74641 1610 86
87092 56288 93
83972 95434 65
82402 84415 92
93024 97869 27
26371 12478 13
32422 12556 71
62059 46750 87
45415 87192 56
52600 6789 78
43125 75301 36
60412 17746 3
83833 94116 77
84128 85260 86
23756 562 53
31747 20186 31
37326 57879 48
94624 75241 81
58403 44208 26
96562 24871 86
29311 71702 14
17778 46202 19
53003 91034 9
38506 82961 48
75190 27404 95
21665 62029 78
51837 42474 58
1065 37866 10
24427 1437 85
7176 72579 17
41587 30098 63
65273 81211 72
80978 53620 86
43188 53304 53
642 40095 3
51324 70165 20
41945 37453 18
94044 17286 98
69927 67314 27
81279 14566 69
97653 58696 75
78113 98832 54
79013 83299 83
41346 81941 50
72997 883 84
5903 20898 83
69240 40188 92
51754 28113 97
86102 795 54
29559 5630 63
3116 7607 56
139 88684 67
70382 86998 76
76944 10587 58
29070 26140 44
59741 23149 82
92845 53208 42
33521 84911 35
24876 80065 38
79682 97290 70
10198 92857 72
43252 25428 75
87777 75976 70
18746 61275 97
70037 10919 41
73137 88494 4
9551 38775 3
98412 25875 78
42881 69973 29
30621 90035 82
22264 42303 91
50040 94449 29
98952 7880 5
5447 99692 100
15951 55796 48
87589 11964 66
41939 31842 59
42742 7168 78
91985 9548 83
32300 75350 48
59559 27412 62
33609 32249 22
70330 58943 90
6504 64591 80
5363 27053 8
76532 31174 1
97561 73955 78
70276 74049 71
37104 93474 18
12987 43720 1
85293 13706 15
39911 79107 49
91882 78113 90
18261 19057 21
37168 19137 51
36485 50334 28
44966 1215 72
17351 31247 89
67705 52847 71
69965 88517 18
68133 32898 74
22211 76784 64
28103 42607 21
90195 69034 55
49869 78163 98
52740 325 68
96993 58131 20
83009 27123 43
61871 96363 30
30256 28241 42
51395 92990 69
78151 20371 7
52524 62465 79
59026 31748 62
62682 31045 82
45253 17500 34
75705 73846 40
99418 35624 89
88984 57514 26
67321 76537 52
62282 70214 95
32154 38597 2
67658 83198 8
70129 38210 7
39315 92915 33
22919 84712 91
98095 442 34
51159 49201 6
53778 57879 26
43954 73127 71
79370 34850 50
81244 16153 44
28721 31214 24
78121 81353 37
4576 80349 99
78858 31229 85
79087 61286 61
49621 48457 6
1510 81404 70
22546 43013 12
63175 19532 89
49625 32321 68
74329 36078 92
56375 59925 42
84785 77372 46
93870 74060 51
20440 5412 84
55933 41120 19
59757 71693 91
2495 15372 2
21718 98863 25
48761 14594 20
50631 5759 27
40108 53170 92
35505 10875 30
3903 61171 31
24157 75434 59
66695 43141 92
73319 46479 7
55370 44542 66
24900 48684 56
21581 80930 23
47408 2220 84
16660 66424 3
52080 22934 67
46539 54090 65
83471 51047 78
15739 74358 14
52219 86460 95
72247 84739 67
2025 11531 34
37107 84639 15
30534 8160 52
95502 44093 16
5695 40119 74
82998 88008 34
9731 85506 10
12056 44668 21
3360 89433 26
16045 75847 64
21051 44942 65
57182 53758 68
86208 84525 95
24897 20486 71
61876 37130 13
21004 9339 86
78156 25596 11
98667 75392 59
6099 6850 27
71056 58642 81
98919 68189 18
60604 8722 85
89864 18490 21
29462 88876 46
822 778 90
35666 25617 41
92848 17175 7
42534 16672 55
13310 40167 74
27488 20641 43
55868 55314 71
27332 42654 45
91064 65182 60
90593 83500 67
17399 12163 19
57259 19567 81
27522 29431 64
15009 93881 82
86381 29551 20
28142 18754 13
57726 94207 50
58544 51580 69
47695 75573 46
47699 55754 54
4001 39327 64
65484 59955 54
88988 87042 3
90613 87852 60
72073 44350 57
66577 76984 25
47362 41751 20
85022 53917 54
35448 81438 54
3176 86009 82
43755 53116 90
1319 81200 21
80616 12375 59
64530 55245 61
25467 12172 24
48437 84886 88
3740 96059 39
7511 53098 98
78654 78916 34
36441 8711 42
