10000 20000
9138 1924 24
1487 4583 87
2387 3614 52
3097 9647 82
6439 1269 3
2044 9497 50
4074 7031 88
4392 2649 94
2630 6310 62
2357 1110 29
1117 4620 34
2040 5779 46
7235 8645 70
8176 7526 88
6066 1324 15
9504 9854 97
7732 3534 22
2205 411 67
3864 6691 49
3818 9168 76
2992 1458 83
9200 1796 25
7517 6350 27
7973 4039 63
143 730 44
1937 8025 99
9879 5637 95
3874 130 71
6257 6753 26
7638 2341 90
7444 4543 15
3747 2052 32
6885 2760 37
8154 876 11
329 2520 23
1990 7839 15
2256 2124 86
6094 5842 13
6796 5703 31
3096 6832 1
2463 2555 86
3461 1325 38
118 9108 89
8557 7013 39
1507 3372 92
6374 1504 57
6177 5839 66
7732 112 98
1167 6324 30
1106 3803 91
2354 8819 51
4352 1870 44
7736 1357 45
2445 9755 43
2523 1809 95
1258 6608 77
5520 618 55
3713 4211 44
4312 8417 36
4187 8269 88
2599 78 15
3893 732 34
2555 2954 30
9150 4699 74
8440 5235 36
8564 7704 55
335 9898 84
3962 8577 60
6069 1215 2
8129 3814 73
5262 2969 34
981 35 1
952 9753 83
4928 5241 51
1943 2287 24
6444 6512 39
6254 305 74
2072 8179 92
7591 8877 37
8328 7731 32
7832 3622 67
7772 2336 8
5274 6321 60
5124 8636 82
4168 4138 2
4464 3610 15
6375 1355 53
7442 8691 91
6846 3817 17
2513 7936 49
2542 4453 35
1267 6721 86
406 9983 17
4709 1339 27
1256 1511 27
3501 4514 42
9399 6063 33
5160 1941 96
8433 5983 89
7840 5267 21
2289 2504 20
8272 2863 8
8316 9383 86
5562 4396 31
8763 3531 17
2880 5735 34
3291 24 26
1329 1826 62
9839 9297 53
1857 9723 42
9617 7668 36
4535 7764 46
3323 5792 67
3687 8678 65
6414 121 64
6192 5608 37
2974 8660 51
9190 2141 96
2782 3049 34
5111 890 80
2645 8306 26
1500 3101 5
2455 2574 64
5127 4568 41
2569 1584 99
2034 7244 97
5125 834 46
6431 341 73
9037 5705 33
8724 7857 28
5404 2804 39
7877 336 19
8736 9862 12
9288 5402 15
8034 2414 90
2835 6808 71
1749 7279 64
5923 6610 86
3310 6316 93
8904 2854 56
9698 4023 60
5742 9556 82
3721 7103 98
8221 1119 81
4868 7453 64
6670 5272 14
4168 1142 39
8305 4269 87
1990 7 72
7019 5135 28
9003 2053 17
4567 17 97
8993 6914 51
272 4981 72
3405 5687 75
4724 5696 77
4140 1598 59
4521 251 8
4704 6071 94
6189 4687 30
2184 4925 34
6851 2728 26
5788 9269 69
5845 5716 72
175 4962 45
4628 7379 93
9916 9803 27
4157 4546 71
7185 3039 9
5795 4534 72
3054 3126 23
8268 4873 25
5700 6495 12
3386 6618 90
3325 7529 3
8583 4752 48
3759 5595 18
2031 2034 8
532 7877 69
5907 8183 47
459 4624 97
8538 4382 81
8298 9421 70
477 5894 13
4686 4710 30
7784 2869 47
9757 813 20
2819 1348 74
8683 6787 34
8086 4326 31
8468 1474 51
5429 8109 6
2162 1639 94
5089 1973 42
6124 5005 25
7804 3211 9
7833 5770 20
6913 2598 60
1191 1896 48
99 4823 98
8077 7048 26
9758 5168 3
469 6291 66
9962 8821 26
4033 2293 73
6178 7113 96
840 2480 7
2432 2082 51
5112 5988 7
8293 3600 90
9616 5441 98
4033 6947 77
5657 8634 93
6015 324 92
8631 3531 22
7894 3731 56
7591 2823 45
8800 8824 9
1186 1564 67
1795 2560 25
3300 6813 12
5876 1000 51
8701 3055 22
8722 1146 93
1913 2450 72
9034 9540 69
1802 872 62
2901 9281 22
8619 1321 64
1370 6127 30
6221 8563 46
7697 8323 94
1380 8342 97
6654 8956 35
6783 7166 48
3342 6775 57
6147 5510 54
2529 6236 41
7174 3566 47
596 177 39
427 5268 40
1084 1727 8
9126 2279 85
8089 2699 44
7357 7905 61
5160 4190 40
3790 605 72
7101 8772 80
7274 8900 31
404 4106 78
9561 2751 88
1662 8752 80
7920 1288 88
2431 7501 4
2007 8571 51
560 1171 2
9831 7051 52
1786 5922 10
9615 7283 68
6845 5123 16
192 6011 47
2412 9690 100
2604 7910 44
3859 7601 7
6993 3764 37
1057 6516 40
8554 3860 14
4180 92 83
8233 7933 76
788 2785 81
7539 3681 71
2255 5275 88
5716 7801 10
528 6427 67
5842 1746 96
4805 5613 34
9122 4129 77
1934 8360 15
3724 9757 5
9118 5702 26
1506 5047 4
8384 4424 54
2590 6370 99
1730 8080 56
6797 2990 35
5493 1440 2
8606 5584 72
7803 1380 93
4729 3918 38
5068 7770 93
6106 138 30
8480 2924 57
8564 189 19
707 7090 86
6383 9455 18
5686 6638 90
2562 8751 2
1089 9110 71
8272 4688 12
5128 8271 100
4924 5366 99
9014 1986 44
796 8180 70
8094 5194 81
6078 909 23
573 1183 6
1362 9711 77
1490 51 34
2037 6983 56
1663 9630 75
7163 6185 20
8277 3013 24
7290 4990 88
3680 2046 94
1340 7954 75
7177 1245 85
3446 2589 68
3631 7279 40
2495 9563 67
848 7272 15
3627 503 62
5710 7976 26
789 2680 14
906 7544 87
8852 7673 32
1498 677 47
4178 41 37
5189 9030 79
4449 996 40
4332 7886 6
5229 2031 18
9109 7660 25
6250 1710 98
6020 1213 13
8491 1667 52
7740 9147 83
1255 9358 41
1823 9735 65
6416 1625 34
5515 6187 44
8913 8910 79
8471 8828 93
6169 5244 77
5327 3901 82
1999 3315 3
592 7542 89
9936 6187 50
1167 6929 12
7784 464 20
9899 6644 36
8629 1944 68
3706 1757 48
4201 2962 85
5787 9929 90
9629 6857 38
1111 2483 24
7483 7566 7
2477 1485 1
9026 8799 44
5516 4501 5
3580 6108 92
108 6311 96
1295 4892 20
3000 1951 76
9631 2063 38
6570 9324 85
7566 8169 26
3317 4313 74
6681 86 39
3474 591 20
9928 9949 45
8574 1345 72
9986 3970 53
4305 3326 5
7681 1953 45
5847 4009 72
3742 2162 1
3981 2990 35
8309 8296 50
1746 4474 39
8478 9092 55
7525 4076 20
9211 4452 9
7398 444 59
3583 1322 57
2719 7769 96
7053 8715 11
626 5737 10
8629 2165 52
3033 3128 42
8665 3919 44
7800 3110 20
6637 4406 84
5391 1389 22
6944 1732 50
7757 8741 50
9701 3591 27
6899 5244 52
8288 9748 95
8229 881 92
6594 2545 46
7938 3924 72
1239 5767 27
2933 8559 58
7333 256 63
5594 7792 78
383 3158 79
2025 6646 32
5361 825 71
2945 1154 29
3353 470 76
4396 9939 31
6676 5236 97
4456 9331 80
6063 2569 33
4958 8276 16
8297 5004 12
3847 2706 4
7394 3415 65
7400 5606 35
8447 1068 75
6570 3952 63
8229 2100 32
4228 2501 69
9297 7932 2
608 3597 86
5852 243 44
5184 6936 76
2379 7170 68
6155 9353 50
7485 9311 87
2873 2911 28
1564 5645 48
3627 9026 32
3417 2514 68
4221 7698 78
5237 7442 57
6781 4062 97
6943 4294 100
2321 3775 97
4965 1970 28
7961 3421 82
9606 6880 5
2090 4808 97
4823 3644 57
9009 517 26
2908 804 29
5296 7279 56
6898 3908 33
4733 4275 71
4744 523 100
4101 8023 29
7061 7598 39
8795 4706 87
1985 2522 88
4316 4480 60
7652 364 29
5546 5474 83
8801 9284 30
2093 8598 44
7562 7738 38
2879 1279 82
4433 9158 47
2060 9422 56
788 8532 50
6777 5908 32
7978 250 32
8098 7319 80
8463 4951 3
7847 3027 62
2381 4221 43
8140 1905 29
8326 8890 28
3553 75 2
4696 8195 35
1816 4565 43
2387 2440 19
5180 6622 100
3871 1442 55
8535 7417 63
4568 4318 36
4526 4117 16
4122 3507 28
6693 8422 18
1186 3303 21
9080 2714 92
3001 7148 13
2940 161 96
8834 2560 9
8683 824 57
1672 6691 39
6639 4201 48
2432 9085 33
2683 8746 66
7449 4677 98
6539 4955 8
8118 1507 45
6024 7462 72
565 6636 27
7103 4616 88
7294 9016 48
468 6461 57
3350 2774 69
5813 2808 56
4976 8429 87
3605 3785 29
6077 5050 63
1426 7078 15
4914 8949 65
1075 3578 20
4594 9805 3
7504 6816 8
9589 9429 89
582 2006 43
2005 3147 69
7811 6081 4
3554 9379 12
494 612 92
4569 9192 66
9809 8100 98
1719 9236 62
9438 8108 77
9936 9373 81
8275 6927 90
4329 4631 64
2858 3766 100
1247 8232 17
4464 4946 9
7182 9014 8
7780 6709 93
7223 6564 45
9506 5171 58
1422 371 1
3694 6390 74
4357 1103 76
4520 9136 3
1711 6007 89
9378 9202 60
6158 8434 53
2019 856 31
6227 9101 9
9589 2293 48
7683 9363 24
838 5070 84
6247 3879 5
3793 625 52
4389 9757 11
7453 9347 97
2977 3327 65
7497 1596 84
1437 7913 4
1382 55 41
4127 9526 84
5615 6074 42
8163 9278 98
3525 9428 80
576 6162 40
9129 9759 53
7841 1979 51
3321 574 79
6600 5593 27
2601 12 86
9867 6733 10
2917 4435 39
6140 5299 93
36 6172 24
8549 3 59
6818 276 58
8846 1603 18
6642 7539 78
6986 6662 80
6057 8646 77
2175 1055 44
1244 475 52
2652 5918 22
3045 7695 18
9736 8302 38
1291 6355 56
1637 136 62
7645 9688 87
5804 5366 84
4068 9230 76
913 1579 22
8135 1603 26
3621 5824 12
6474 7356 36
7918 9761 99
6448 7858 72
8833 3292 44
3795 5200 28
4554 8858 72
4497 5596 69
3600 8247 34
468 5383 23
335 4291 97
7205 6308 89
9955 5540 89
6592 4521 37
1924 9278 39
5230 401 16
1179 7023 83
2690 6311 35
2363 3859 70
190 907 43
3076 3076 21
356 4407 62
5611 6364 26
4297 1905 27
1013 6950 94
9040 6935 10
3570 3318 13
7263 9340 17
1535 8197 68
4092 4709 32
6610 9466 44
9552 3927 72
7639 6528 96
1114 673 27
5149 1474 100
6562 8390 40
3448 3440 86
4261 87 39
37 1825 81
7493 6424 7
4769 2845 9
5295 5939 97
2940 5956 72
7582 8867 45
7344 6162 61
2814 2314 47
4670 3340 95
376 8642 81
8992 9525 11
3407 4058 24
8574 4212 14
2878 7205 59
4877 8474 1
538 5463 28
8043 4631 55
3663 3518 34
3659 1821 20
3565 3370 78
4856 2131 10
6113 6956 71
9013 6518 3
4876 7743 79
987 8370 27
9998 8685 100
863 6239 50
4125 34 24
3243 1487 50
9685 4509 78
8690 778 23
5658 558 76
2001 188 14
5712 5949 66
745 3287 77
2007 9259 39
4545 8361 37
3339 7178 43
2926 9450 20
6155 3979 34
1469 5001 68
701 4980 50
7291 1329 25
1155 8473 76
3503 2198 83
7543 1248 84
2647 5740 96
2570 2101 7
8025 8557 61
3825 6018 100
3508 1469 52
6268 2231 65
7122 4252 59
5629 9426 48
7722 7191 78
6577 3942 90
4312 3695 82
4076 5938 13
2747 1628 77
6670 5261 66
8293 849 75
8134 5154 100
1627 6647 82
8447 1059 76
1175 8775 17
1070 2376 54
9922 1873 84
6361 8252 93
2312 784 58
2297 7863 59
6185 1351 56
5283 8136 44
1646 5633 32
87 7443 31
7910 1841 15
5436 5855 67
1641 2229 11
3331 4790 77
7389 198 13
7151 4719 87
8655 1240 53
7486 5467 1
6524 8355 26
5130 9626 46
7725 9180 69
7905 9132 30
5883 1043 36
4758 5960 5
6069 3165 90
167 8690 92
517 4754 33
1193 461 53
1910 935 47
8305 9872 65
2830 690 69
8223 5472 27
7812 1502 56
3019 5573 70
5978 7974 28
5695 8865 88
8974 8149 93
8068 7093 34
1262 7589 30
1057 5533 51
8270 9744 70
1668 426 99
8094 207 65
9764 3032 73
2905 620 20
9663 7764 100
5180 6404 65
6373 9631 92
3643 2374 7
9711 5539 71
5921 7099 58
5348 9088 89
7941 1072 17
6743 1829 88
1075 4247 31
616 2767 68
1710 2408 38
5337 2360 33
2330 4748 6
9674 2047 98
4363 1050 32
3953 5765 96
2135 8055 13
1447 2146 36
8069 477 87
723 7359 43
891 4260 4
5014 3895 18
6606 51 47
4920 2096 22
936 5985 1
4257 1638 12
1688 8754 67
3040 4327 11
9936 1672 29
6857 9665 83
8282 1575 39
6375 7399 32
7743 3811 60
2777 5906 33
2679 8658 45
9266 2198 17
6574 9505 57
6404 8420 90
5925 196 81
9867 9017 94
9422 7822 56
4466 7400 2
2927 1276 66
1008 3585 35
3206 5207 65
4685 7294 51
9856 4569 85
6051 1437 35
9523 1779 6
9730 7077 81
8453 6801 33
2483 8499 76
6242 2165 8
2235 5401 49
3445 4663 40
6401 2580 24
2980 8438 67
7425 8415 15
3784 4595 18
4149 3587 78
54 9544 84
2741 9494 40
8345 899 53
1415 1674 52
7234 478 69
1591 4980 76
321 535 21
4130 8498 49
4095 4145 1
9032 3299 78
9226 7539 30
4923 1076 96
4473 4004 62
4065 3664 17
8677 8517 67
4711 3945 2
8277 8991 8
9406 7159 70
1185 6589 58
6451 6386 25
7405 1360 35
989 4501 12
8272 5956 6
3846 573 22
7307 6678 56
1464 5923 37
6511 3117 92
490 1885 53
5165 8992 60
2506 9811 12
6666 6159 92
2001 2413 65
2029 7435 63
2694 2786 12
2242 7372 16
5082 9065 22
5170 9106 77
2570 5825 55
4788 3427 63
4107 7936 71
9439 822 8
7658 4168 24
4768 9802 68
4737 5698 74
303 6965 74
2545 1297 75
2426 831 80
5179 3963 87
9891 2383 73
3145 3157 15
6537 7285 42
829 5650 86
5329 988 1
916 8478 58
3794 5843 35
4601 1720 68
18 2130 65
6395 6546 56
1736 9711 75
529 9944 23
2767 4524 22
858 2784 50
5722 2866 80
3439 8895 35
3408 4413 65
5414 5025 40
7793 9149 93
8046 3568 17
1914 9353 96
7599 3845 70
4732 3521 18
2218 911 48
4524 6077 61
7336 5551 92
8258 372 70
3802 2496 56
5949 8766 44
7661 1048 57
9212 7318 98
9063 7444 82
4604 5717 7
9467 1204 93
2965 7595 63
973 5159 82
7852 6659 67
9554 7292 70
407 1162 11
9175 5505 15
6131 9319 37
4430 113 92
843 8956 33
3487 559 68
5543 436 47
7165 2032 39
4404 8248 18
4875 3157 29
189 8409 2
1603 7743 47
9233 7827 99
6029 7771 33
8551 2481 25
7889 5323 75
8629 4413 58
1289 5945 84
8784 9794 8
8860 5829 42
4845 4205 86
242 9385 2
4190 2234 15
529 4560 94
2694 6806 64
3687 5135 70
5916 5243 54
1710 4241 87
2944 9915 75
1758 719 8
6714 1183 70
4547 6955 22
9195 6918 3
6732 8244 38
6666 5263 78
4575 3996 64
3973 6670 66
5779 4960 6
5312 5335 32
6654 8512 57
7029 9022 75
2674 4861 46
335 2796 70
6184 5465 45
5247 1993 96
6388 4855 34
132 3094 69
8829 7361 24
4028 1011 48
5815 6715 62
4984 6624 61
3780 9429 15
1901 579 91
885 552 48
5182 7317 16
266 4167 88
8244 2204 66
6023 2505 35
7838 3230 38
4639 8855 80
7479 1826 99
2878 5813 34
3477 7150 54
308 1302 40
3403 1793 6
4676 6620 10
6387 8887 43
2408 8016 93
8929 625 77
184 614 3
5975 7182 100
7178 6125 100
8711 3102 2
9663 129 43
5713 3794 57
6944 1403 98
6406 4924 51
5006 5934 8
2253 2386 56
782 7954 42
7532 4287 63
3469 3041 47
5969 5685 81
426 428 22
8461 687 44
5470 5259 34
9978 8011 23
5412 6552 41
8738 4082 5
9460 366 3
8672 4713 63
2666 4467 41
6070 7644 67
1735 8437 7
1755 2363 98
8577 5659 5
2018 648 92
6443 9302 58
1961 2171 32
5175 2857 37
3596 5122 52
6537 9965 1
4823 5606 96
6349 3121 34
9672 4053 44
8654 8781 95
9425 7398 80
3865 1712 11
2899 3527 64
6025 6334 95
3599 7555 57
9297 8857 45
2880 7884 60
953 9430 42
2421 5067 78
1596 7621 64
442 6639 99
9370 1870 36
9838 2761 43
1258 8206 34
5693 4117 85
2201 5018 99
3852 842 90
3259 2048 32
5929 7604 95
7317 1355 79
5560 1347 36
7477 2500 37
7707 3368 38
1758 7901 27
7514 6150 17
4902 2689 66
1202 765 81
6371 785 98
4525 3932 87
7185 6281 5
323 6367 60
1148 2751 75
601 918 93
9582 516 11
7202 1431 2
3647 9906 59
869 8244 61
8561 356 65
1526 984 74
8678 4887 48
3457 1103 98
4068 5597 63
9807 4479 18
37 4603 66
8948 842 9
3017 9223 26
2847 5873 20
8178 552 57
768 3211 81
9631 7851 84
4283 7446 35
9014 8676 26
8999 272 13
3852 8111 63
3764 9995 27
4824 9230 77
6560 7926 98
4339 8295 60
4286 4397 69
370 8206 77
1940 6412 39
6117 6977 83
853 1641 18
4932 8577 95
7431 2956 98
5947 5252 34
4206 9671 30
1373 3222 100
6028 3489 48
6155 8813 49
489 2078 97
8832 2975 88
2689 2317 16
1792 9039 25
2218 363 38
75 6335 52
8474 3162 77
8540 4413 83
4278 35 92
1227 3125 25
1830 3977 98
496 4222 9
5592 3999 87
4516 2203 44
1972 5248 92
452 3814 73
7289 9519 11
1334 8661 31
9577 6165 20
921 5332 49
2461 1534 49
7890 5793 49
5720 2480 10
6787 1892 9
3224 7469 55
7682 7311 58
7525 3541 10
8892 7243 100
3588 6116 29
6014 3222 30
5935 5015 17
9163 8961 11
9878 2778 90
8644 4092 43
3600 16 28
7131 3975 1
3220 4541 56
9576 1415 62
5772 9990 90
527 5470 71
7789 501 61
7313 2108 74
1275 4256 92
9931 2600 60
4430 1035 51
6188 4923 45
4636 6735 31
2742 5494 69
6660 2238 55
4355 7614 25
7007 2208 33
9908 5814 35
1451 845 71
6718 869 48
8854 2566 60
3383 2928 14
2265 1705 74
4050 4855 36
1104 5405 21
5052 7317 58
7872 4249 45
3728 8382 33
1594 5489 73
4284 6140 29
4983 1464 76
6076 3399 28
7564 6277 42
8481 5905 88
3740 1892 38
487 3710 76
1413 1209 37
4640 1268 7
8112 6005 10
959 3210 61
9275 7356 39
2541 1698 24
5159 3829 83
7722 4402 25
4218 23 75
4225 4171 16
1730 1190 87
794 6612 40
1551 4947 3
1087 7432 77
7939 3702 48
3827 6181 73
4713 921 63
8958 8112 93
1061 7671 92
3345 3475 46
9764 2703 91
7385 8287 3
1789 8931 19
5293 7931 77
7082 1243 51
1194 2330 79
3578 5204 20
5318 8271 52
7520 7625 63
7021 283 28
6940 5914 17
7541 2656 94
7601 799 49
744 2988 7
8219 4349 67
4193 6587 42
8018 5704 68
9664 1658 93
6335 1418 34
9002 3307 80
7771 2790 11
1374 1089 89
192 5393 26
4986 7876 88
6837 9673 33
3576 7031 27
4626 1444 28
9197 2303 99
1565 7301 25
564 8863 13
8135 5684 20
1514 927 100
6173 8184 60
6318 6244 24
2744 6926 23
7058 3639 86
8906 7378 61
8962 2263 63
4953 1643 29
9294 3278 10
4423 4341 37
7821 5406 56
3441 7387 65
7566 7497 37
3581 2084 48
3718 5490 83
443 5691 57
1588 570 35
8748 2737 17
8065 556 96
1908 7429 18
2199 8771 99
9162 8711 88
732 8452 62
7353 8509 28
1900 4553 44
5245 5167 51
8906 1934 46
9332 9348 27
632 8943 80
2351 8375 74
3844 2043 71
5291 5405 30
9257 4408 21
9351 5908 9
2599 5889 75
8109 8053 49
4907 8720 96
3287 9904 16
8416 5087 83
6050 5255 51
6430 3617 55
6527 9128 38
6556 4840 77
2374 5556 97
4414 4805 95
4196 1669 4
5491 9858 58
1114 6809 63
9571 389 39
1589 9299 20
7901 515 95
5376 4962 89
6207 6308 4
6595 4503 14
84 208 61
1401 7429 57
3838 2064 73
2243 161 57
3025 8122 85
6196 193 80
8816 6175 63
2235 7033 83
5386 2814 75
1709 8268 19
6203 8458 18
2765 8767 33
8384 3857 26
9975 5700 13
4580 1185 15
9404 5811 35
6751 7870 61
1088 181 91
804 6211 10
5074 6797 5
4230 6836 4
920 2209 3
6864 9728 13
2739 493 49
9486 440 22
8662 4293 86
7370 5333 52
2808 3114 83
5998 8075 80
5216 2879 96
9468 3515 4
1539 9376 92
6517 8352 83
2892 1812 14
4987 8917 98
7171 9115 80
1993 9910 72
799 1832 13
784 4588 8
7515 9674 40
3587 4181 44
3417 5215 46
8506 9585 22
8829 8037 7
2725 5136 24
2963 1480 27
2440 9718 83
3142 9223 28
667 7487 27
175 5537 72
8428 6545 56
3773 6015 82
1975 8815 78
4147 3693 50
6737 3223 24
2485 7352 48
1697 223 41
7114 6009 12
9397 6201 86
275 2082 60
1810 8625 99
7855 7894 72
8443 901 71
3717 7920 47
3833 226 96
1486 7208 47
4864 9508 19
3113 8057 6
7662 3774 4
6561 8004 61
4453 9811 11
3390 8675 37
6459 1805 8
4300 4497 24
2516 6600 6
8098 5841 25
2594 5595 50
6093 9373 14
3540 7660 37
7744 4662 44
8226 7872 1
476 9879 19
3264 9399 9
6444 3979 97
9387 4132 78
7923 4068 81
9853 3012 10
6854 8467 49
2280 7189 27
226 7027 24
3857 1307 50
8113 4038 78
4339 5088 82
5562 787 23
4471 4381 62
6565 6339 55
4140 3216 60
3387 6284 71
9623 6520 70
640 8102 53
9627 8143 44
4117 3970 95
6971 1487 80
6717 962 93
3357 5488 97
8960 317 36
101 7676 85
3927 5057 74
7491 6782 34
9344 3070 8
4468 3149 99
8742 8990 23
2877 5771 69
1761 2995 75
7502 9089 68
9387 2188 62
3758 2272 5
7539 9715 82
1792 1477 89
1219 1401 92
272 8053 10
1962 3693 8
1033 4536 60
7789 5059 33
9855 804 39
3645 8419 62
8973 5855 15
7808 8467 39
9883 3160 70
7792 2828 70
1310 7069 36
4166 6207 24
8110 164 84
1976 7277 16
7902 3932 15
3862 818 81
4470 6075 76
6179 8721 54
6263 6761 64
9130 6719 95
8516 483 54
4281 8215 79
6452 6439 54
4725 8682 88
3386 6334 5
6412 2002 60
4385 1722 17
7462 1504 46
9324 3902 58
6704 9798 23
6630 789 47
3207 9622 60
7860 7450 100
5838 7701 28
3209 1963 79
2996 8693 54
7873 4650 61
7155 4449 57
6234 5447 91
6978 7854 84
8017 3668 11
4040 3859 5
2400 2097 48
1349 7248 59
6754 8442 40
6501 8882 53
7049 4758 3
964 2559 8
8001 5242 9
6928 5255 35
7608 5770 34
789 9463 50
6562 24 66
4084 4197 9
416 1604 39
6968 2263 11
5109 6259 86
3800 3134 99
2469 6958 41
7465 1953 67
1873 8538 9
8597 4408 41
2106 6992 1
1006 2230 74
8609 993 83
8731 7366 88
8734 6049 31
9074 6440 43
3332 7773 1
4201 6810 48
4392 2642 99
5222 5967 58
9227 3873 7
4127 5327 3
3562 446 84
7818 2517 6
8243 1676 1
8714 6445 56
9817 3417 58
5636 5573 4
3227 4344 31
3923 4477 11
4979 2620 28
725 4583 9
4967 4025 32
5628 964 44
4051 7186 44
2203 6064 62
8921 3255 88
7233 5956 43
4327 6379 32
9808 2764 71
665 3425 82
5535 5862 96
9657 6611 92
2997 1622 37
5363 9175 20
7195 3483 5
547 8278 85
7988 5639 26
6102 8922 86
522 105 38
5907 5562 5
2056 3762 8
9413 4267 62
9569 6043 60
359 5121 16
5762 8473 49
3358 1639 18
289 937 70
42 3249 11
2721 7329 86
4895 1699 40
3848 6638 12
2229 1258 5
7766 9465 27
2240 8913 18
1918 5263 37
1914 8524 22
603 6209 63
7043 3878 51
819 3265 9
7618 5819 77
3975 2557 25
5712 6782 1
5162 4971 56
2767 3144 15
2552 5505 78
4805 550 62
9196 5106 63
3444 8549 41
8916 1183 18
1394 1260 36
4324 6651 69
6233 7261 82
5348 1268 67
1498 14 55
4570 9667 9
5187 4485 97
2551 9338 61
3789 4757 11
4614 3538 11
6584 619 75
792 7934 49
7146 1622 46
4891 8918 36
5641 5777 90
3780 8538 83
7353 7292 67
342 1907 64
6465 6319 38
1491 2038 15
2735 8620 62
7946 7999 20
3186 3499 85
1209 8816 33
5074 4157 7
5249 1412 1
8296 2573 89
8754 371 81
8868 1307 16
4697 8950 44
4733 2075 2
1567 8412 15
2788 1552 47
609 1628 3
5604 3797 95
9191 400 22
8695 3430 28
8950 1283 77
1546 1863 46
5814 754 93
2989 6965 44
6230 9365 23
1167 8498 40
1764 8073 55
5127 2716 57
3177 5728 51
3131 3821 71
5291 5302 80
5102 5191 44
4799 7291 93
372 2293 54
7792 7516 93
7959 4437 74
7794 3964 64
5652 3878 83
9220 353 95
2107 4555 47
5153 4476 35
1535 7677 44
4047 6617 74
2923 5874 41
7070 5075 99
107 5732 17
1456 9706 53
3463 9889 84
6589 6743 86
8097 6624 58
6765 6738 11
9031 5567 75
3730 7559 29
5433 3603 28
5835 8238 56
6186 9168 82
6013 2558 90
3498 8898 39
3825 3084 37
1539 5347 3
6397 2618 40
9511 9482 31
9671 921 83
6876 8813 16
6358 5108 72
1646 4731 96
93 1501 26
2090 61 23
4536 1794 86
8322 7305 16
594 8107 12
1783 7908 90
1158 624 38
9777 9604 62
7931 3357 4
6230 1207 34
4311 9973 9
5609 1099 65
1557 8740 32
169 4491 41
8485 2601 84
5564 5818 9
3793 71 8
4854 6149 73
5656 2315 20
138 9444 87
4530 7641 36
320 4100 72
7703 3608 79
470 9879 24
1260 3125 14
6410 4581 99
8098 1951 75
7882 83 18
5027 1198 93
7709 5579 39
8727 9850 17
3564 6654 26
4983 9528 58
1282 5919 57
7143 1439 69
1418 6336 55
3921 2459 34
7906 5842 35
4011 6011 82
7851 3790 49
2051 7598 60
931 2117 39
9313 1208 68
7523 477 87
5097 2904 5
677 3403 60
9397 9581 43
849 4909 30
2527 2010 5
6434 3555 9
4262 1211 38
5212 5687 6
3382 1217 52
9371 1901 71
991 9807 24
7103 461 19
7584 288 55
8151 559 56
2006 3131 97
1679 4213 61
8445 2819 91
6990 4668 97
7789 3319 76
2954 89 62
1929 8086 77
6315 8729 67
123 6237 42
4616 550 13
3339 7245 87
1161 1220 22
2237 2170 6
150 1239 12
5795 7557 1
2475 282 31
9814 1351 96
2950 4181 86
951 7024 46
6807 2204 17
329 3775 13
3867 214 51
2676 1431 91
9588 3031 65
9751 6307 24
8008 5256 85
789 3936 37
6088 6262 93
6770 1585 64
1569 5392 20
42 6519 60
6902 9869 27
5108 954 61
1906 5531 12
4272 9858 67
988 9148 82
9477 7178 21
1380 8520 99
911 421 78
9090 693 51
2160 810 20
8438 4392 17
9853 156 2
5350 1779 35
3864 3960 24
2065 5915 66
8006 480 68
4956 641 36
3892 5360 20
1004 5409 3
1133 7145 73
4587 4971 7
524 9676 59
5207 8114 83
7323 9818 94
2827 2363 35
4359 687 22
5884 6098 97
9306 3651 69
9105 8363 44
11 4791 2
7496 781 52
5653 9320 5
4564 9628 100
8889 1208 43
8671 3234 86
6039 7671 35
6193 1256 91
1706 381 3
4822 2727 12
7654 3072 1
1363 5137 55
1090 544 88
6322 7154 96
4595 790 95
2710 7965 94
9463 2434 70
1542 6679 53
5432 2714 1
5042 5125 64
4182 7118 44
2819 8139 81
4645 3727 49
8093 7603 22
955 8736 33
4481 8588 45
6736 9840 94
1344 2957 4
1715 2139 82
1667 7298 2
9472 1382 42
8227 1369 31
5623 7807 79
7519 7694 25
4974 2702 21
7245 9045 18
7695 2641 72
1555 1942 95
5039 4352 18
3547 7371 99
8425 7932 8
1531 9266 39
5961 7571 4
7545 5927 100
7725 6653 85
6343 6927 17
3161 8725 98
8230 5934 48
8199 6324 5
867 1686 20
5525 623 95
3641 2836 44
2104 4957 84
2295 8959 85
7773 3949 46
8665 5344 2
1585 9270 75
3365 5887 35
2704 995 58
7698 5671 60
6149 8531 2
841 820 95
9076 7332 55
6043 5419 15
4642 1077 72
4243 7441 64
3759 645 16
2508 8295 58
9588 641 48
633 7298 65
5109 3207 28
7252 2625 11
5710 1956 22
4864 2470 83
8597 4523 45
9744 500 49
1422 9307 19
1858 4812 37
7179 5606 83
8576 7312 52
7764 5865 74
3169 36 31
3275 4715 11
6171 3080 12
4598 5401 81
1058 3819 75
3567 8976 32
9563 783 31
4620 6827 33
7982 5465 56
5222 6866 71
7578 294 14
1771 9667 22
3771 19 57
7107 1626 55
7699 1421 30
9880 2404 91
7728 6705 13
5991 2986 84
797 7437 37
2691 6468 9
9981 3827 29
3123 921 10
5290 8727 33
8341 5841 74
5233 4366 75
3381 4850 12
6869 4916 64
3679 7160 15
7342 7684 4
2356 900 51
5441 5090 99
